Date,minor,Adj Close,Close,High,Low,Open,Volume
2008-03-03,USDRUB=X,24.027,24.027,24.049,23.975,24.011,0.0
2008-03-04,USDRUB=X,24.014,24.014,24.047001,23.983999,24.030001000000002,0.0
2008-03-05,USDRUB=X,23.938,23.938,24.058001,23.931,24.011999,0.0
2008-03-06,USDRUB=X,23.816999,23.816999,23.943001000000002,23.809,23.941,0.0
2008-03-07,USDRUB=X,23.868,23.868,23.879,23.787001,23.834999,0.0
2008-03-10,USDRUB=X,23.871,23.871,23.875999,23.827,23.868,0.0
2008-03-11,USDRUB=X,23.871,23.871,23.905001000000002,23.754,23.865,0.0
2008-03-12,USDRUB=X,23.701,23.701,23.870001000000002,23.674999,23.870001000000002,0.0
2008-03-13,USDRUB=X,23.676001,23.676001,23.704,23.656,23.700001,0.0
2008-03-14,USDRUB=X,23.584999,23.584999,23.694098999999998,23.584999,23.6651,0.0
2008-03-17,USDRUB=X,23.523001,23.523001,23.584999,23.409,23.584999,0.0
2008-03-18,USDRUB=X,23.601999,23.601999,23.629998999999998,23.466299,23.524,0.0
2008-03-19,USDRUB=X,23.621,23.621,23.65,23.489798999999998,23.601,0.0
2008-03-20,USDRUB=X,23.794001,23.794001,23.825001,23.622,23.622,0.0
2008-03-21,USDRUB=X,23.794001,23.794001,23.82,23.761999,23.805,0.0
2008-03-24,USDRUB=X,23.792999,23.792999,23.861,23.778,23.785999,0.0
2008-03-25,USDRUB=X,23.645,23.645,23.801001,23.625999,23.790001,0.0
2008-03-26,USDRUB=X,23.476999,23.476999,23.658001000000002,23.445,23.646,0.0
2008-03-27,USDRUB=X,23.469998999999998,23.469998999999998,23.532,23.459999,23.475,0.0
2008-03-28,USDRUB=X,23.487,23.487,23.524,23.455999,23.473,0.0
2008-03-30,USDRUB=X,23.524,23.524,23.524,23.416,23.487,0.0
2008-04-01,USDRUB=X,23.583,23.583,23.688,23.563,23.631001,0.0
2008-04-02,USDRUB=X,23.591,23.591,23.722601,23.573999,23.579,0.0
2008-04-03,USDRUB=X,23.541,23.541,23.608,23.5075,23.594998999999998,0.0
2008-04-06,USDRUB=X,23.559998999999998,23.559998999999998,23.6189,23.538,23.541,0.0
2008-04-07,USDRUB=X,23.572001,23.572001,23.576,23.483999,23.565001000000002,0.0
2008-04-08,USDRUB=X,23.461,23.461,23.57,23.438999,23.57,0.0
2008-04-09,USDRUB=X,23.530001000000002,23.530001000000002,23.541,23.403,23.459,0.0
2008-04-10,USDRUB=X,23.473,23.473,23.533001000000002,23.444,23.533001000000002,0.0
2008-04-13,USDRUB=X,23.462,23.462,23.545,23.42,23.473,0.0
2008-04-14,USDRUB=X,23.493999,23.493999,23.504998999999998,23.424,23.448999,0.0
2008-04-15,USDRUB=X,23.351,23.351,23.493,23.337999,23.493,0.0
2008-04-16,USDRUB=X,23.395,23.395,23.419001,23.336,23.353001000000003,0.0
2008-04-17,USDRUB=X,23.465,23.465,23.539,23.35,23.391001,0.0
2008-04-20,USDRUB=X,23.381001,23.381001,23.476999,23.365,23.461,0.0
2008-04-21,USDRUB=X,23.320999,23.320999,23.434998999999998,23.309,23.384001,0.0
2008-04-22,USDRUB=X,23.416,23.416,23.415001,23.312,23.323,0.0
2008-04-23,USDRUB=X,23.57,23.57,23.601,23.406,23.414,0.0
2008-04-24,USDRUB=X,23.620001000000002,23.620001000000002,23.666,23.554001,23.572001,0.0
2008-04-27,USDRUB=X,23.596001,23.596001,23.647301000000002,23.571501,23.620001000000002,0.0
2008-04-28,USDRUB=X,23.677,23.677,23.686001,23.596001,23.598,0.0
2008-04-29,USDRUB=X,23.629998999999998,23.629998999999998,23.7048,23.620001000000002,23.679001,0.0
2008-05-01,USDRUB=X,23.802,23.802,23.818001000000002,23.742001000000002,23.757,0.0
2008-05-04,USDRUB=X,23.733999,23.733999,23.802999,23.724001,23.802,0.0
2008-05-05,USDRUB=X,23.698999,23.698999,23.763,23.666,23.73,0.0
2008-05-06,USDRUB=X,23.83,23.83,23.84,23.702999,23.702999,0.0
2008-05-07,USDRUB=X,23.818001000000002,23.818001000000002,23.895,23.797001,23.830999,0.0
2008-05-08,USDRUB=X,23.749001,23.749001,23.822001,23.747,23.822001,0.0
2008-05-11,USDRUB=X,23.691999,23.691999,23.832001,23.677,23.749001,0.0
2008-05-12,USDRUB=X,23.7708,23.7708,23.816999,23.691999,23.705,0.0
2008-05-13,USDRUB=X,23.875,23.875,23.913,23.781,23.790001,0.0
2008-05-14,USDRUB=X,23.889999,23.889999,23.907,23.816,23.882998999999998,0.0
2008-05-15,USDRUB=X,23.709999,23.709999,23.893998999999997,23.697001,23.893,0.0
2008-05-18,USDRUB=X,23.774,23.774,23.799999,23.694,23.709999,0.0
2008-05-19,USDRUB=X,23.688999,23.688999,23.788,23.660999,23.771,0.0
2008-05-20,USDRUB=X,23.562,23.562,23.702,23.552999,23.701,0.0
2008-05-21,USDRUB=X,23.598,23.598,23.629998999999998,23.551001,23.565001000000002,0.0
2008-05-22,USDRUB=X,23.561001,23.561001,23.612,23.527,23.596001,0.0
2008-05-25,USDRUB=X,23.52,23.52,23.563,23.511999,23.561001,0.0
2008-05-26,USDRUB=X,23.624001,23.624001,23.632,23.493999,23.517,0.0
2008-05-27,USDRUB=X,23.606001000000003,23.606001000000003,23.639,23.569,23.622,0.0
2008-05-28,USDRUB=X,23.718,23.718,23.743,23.6,23.610001,0.0
2008-05-29,USDRUB=X,23.684998999999998,23.684998999999998,23.759001,23.676001,23.719998999999998,0.0
2008-06-01,USDRUB=X,23.691999,23.691999,23.757998999999998,23.679001,23.681998999999998,0.0
2008-06-02,USDRUB=X,23.775,23.775,23.811001,23.639,23.702999,0.0
2008-06-03,USDRUB=X,23.789,23.789,23.813999,23.764999,23.792,0.0
2008-06-04,USDRUB=X,23.673,23.673,23.841998999999998,23.665001,23.808001,0.0
2008-06-05,USDRUB=X,23.535,23.535,23.688,23.535,23.669001,0.0
2008-06-08,USDRUB=X,23.649,23.649,23.666,23.481001000000003,23.535,0.0
2008-06-09,USDRUB=X,23.705,23.705,23.716998999999998,23.59,23.650999,0.0
2008-06-10,USDRUB=X,23.628,23.628,23.707001,23.614,23.701,0.0
2008-06-11,USDRUB=X,23.719998999999998,23.719998999999998,23.781,23.632,23.632,0.0
2008-06-12,USDRUB=X,23.790001,23.790001,23.844998999999998,23.709999,23.716,0.0
2008-06-15,USDRUB=X,23.68,23.68,23.798,23.655001000000002,23.790001,0.0
2008-06-16,USDRUB=X,23.634001,23.634001,23.688999,23.624001,23.681998999999998,0.0
2008-06-17,USDRUB=X,23.618999,23.618999,23.674999,23.620001000000002,23.634001,0.0
2008-06-18,USDRUB=X,23.646998999999997,23.646998999999997,23.677999,23.584,23.617001000000002,0.0
2008-06-19,USDRUB=X,23.561001,23.561001,23.66,23.528999,23.643,0.0
2008-06-22,USDRUB=X,23.629,23.629,23.674999,23.539,23.561001,0.0
2008-06-23,USDRUB=X,23.596001,23.596001,23.658001000000002,23.554001,23.636999,0.0
2008-06-24,USDRUB=X,23.507998999999998,23.507998999999998,23.607,23.504998999999998,23.594,0.0
2008-06-25,USDRUB=X,23.443001000000002,23.443001000000002,23.531,23.427999,23.514999,0.0
2008-06-26,USDRUB=X,23.413,23.413,23.466,23.413,23.436001,0.0
2008-06-29,USDRUB=X,23.447001,23.447001,23.458,23.377001,23.413,0.0
2008-07-01,USDRUB=X,23.371,23.371,23.448,23.361,23.412001,0.0
2008-07-02,USDRUB=X,23.516001,23.516001,23.524,23.355,23.368999,0.0
2008-07-03,USDRUB=X,23.482,23.482,23.532,23.48,23.521998999999997,0.0
2008-07-06,USDRUB=X,23.476999,23.476999,23.566999,23.444,23.482,0.0
2008-07-07,USDRUB=X,23.525,23.525,23.538,23.459,23.476999,0.0
2008-07-08,USDRUB=X,23.427,23.427,23.533001000000002,23.407,23.524,0.0
2008-07-09,USDRUB=X,23.355,23.355,23.454,23.347,23.434,0.0
2008-07-10,USDRUB=X,23.247,23.247,23.381001,23.23,23.351999,0.0
2008-07-13,USDRUB=X,23.17,23.17,23.292999,23.135,23.247,0.0
2008-07-14,USDRUB=X,23.177,23.177,23.194,23.070999,23.167,0.0
2008-07-15,USDRUB=X,23.257998999999998,23.257998999999998,23.27,23.139999,23.17,0.0
2008-07-16,USDRUB=X,23.229,23.229,23.263,23.201,23.259001,0.0
2008-07-17,USDRUB=X,23.218,23.218,23.250999,23.188999,23.226,0.0
2008-07-20,USDRUB=X,23.183001,23.183001,23.247,23.174,23.218,0.0
2008-07-21,USDRUB=X,23.288,23.288,23.306,23.163,23.187,0.0
2008-07-22,USDRUB=X,23.362,23.362,23.379,23.275999,23.290001,0.0
2008-07-23,USDRUB=X,23.371,23.371,23.415001,23.351,23.360001,0.0
2008-07-24,USDRUB=X,23.379998999999998,23.379998999999998,23.407,23.322001,23.372999,0.0
2008-07-27,USDRUB=X,23.343,23.343,23.399,23.32,23.379998999999998,0.0
2008-07-28,USDRUB=X,23.447001,23.447001,23.468,23.316,23.333,0.0
2008-07-29,USDRUB=X,23.441999,23.441999,23.48,23.419001,23.452,0.0
2008-07-30,USDRUB=X,23.434998999999998,23.434998999999998,23.448,23.357,23.443001000000002,0.0
2008-08-25,USDRUB=X,24.667999,24.667999,24.754998999999998,24.638,24.655001000000002,0.0
2008-08-26,USDRUB=X,24.614,24.614,24.673,24.568001000000002,24.673,0.0
2008-08-27,USDRUB=X,24.625999,24.625999,24.66,24.538,24.634001,0.0
2008-08-28,USDRUB=X,24.643998999999997,24.643998999999997,24.662001,24.542999,24.632998999999998,0.0
2008-08-31,USDRUB=X,24.725,24.725,24.716,24.594998999999998,24.601999,0.0
2008-09-01,USDRUB=X,24.794001,24.794001,24.823999,24.690001000000002,24.708,0.0
2008-09-02,USDRUB=X,25.134001,25.134001,25.247,24.775,24.796,0.0
2008-09-03,USDRUB=X,25.466,25.466,25.466998999999998,25.101,25.143,0.0
2008-09-04,USDRUB=X,25.479,25.479,25.518998999999997,25.3965,25.465,0.0
2008-09-07,USDRUB=X,25.514999,25.514999,25.591998999999998,25.250999,25.479,0.0
2008-09-08,USDRUB=X,25.573,25.573,25.612,25.509001,25.516001,0.0
2008-09-09,USDRUB=X,25.742001000000002,25.742001000000002,25.771,25.552,25.57,0.0
2008-09-10,USDRUB=X,25.739,25.739,25.832001,25.719,25.750999,0.0
2008-09-11,USDRUB=X,25.52,25.52,25.754,25.52,25.743999,0.0
2008-09-14,USDRUB=X,25.486,25.486,25.628,25.363001,25.514,0.0
2008-09-15,USDRUB=X,25.627001,25.627001,25.643998999999997,25.49,25.497,0.0
2008-09-16,USDRUB=X,25.431,25.431,25.629,25.406,25.621,0.0
2008-09-17,USDRUB=X,25.448999,25.448999,25.455,25.256001,25.431998999999998,0.0
2008-09-18,USDRUB=X,25.280001000000002,25.280001000000002,25.570999,25.273001,25.452,0.0
2008-09-21,USDRUB=X,25.004,25.004,25.306,24.954,25.280001000000002,0.0
2008-09-22,USDRUB=X,25.062,25.062,25.114,24.962,25.007,0.0
2008-09-23,USDRUB=X,25.02,25.02,25.104,24.921,25.056998999999998,0.0
2008-09-24,USDRUB=X,25.023001,25.023001,25.058001,24.882,25.021998999999997,0.0
2008-09-25,USDRUB=X,25.028999,25.028999,25.076,24.983999,25.013,0.0
2008-09-28,USDRUB=X,25.15,25.15,25.104,25.038,25.038,0.0
2008-09-29,USDRUB=X,25.639,25.639,25.693001000000002,25.414,25.414,0.0
2008-09-30,USDRUB=X,25.728001000000003,25.728001000000003,25.746,25.576,25.631001,0.0
2008-10-01,USDRUB=X,25.934,25.934,25.976,25.724001,25.724001,0.0
2008-10-02,USDRUB=X,25.976999,25.976999,26.021,25.851999,25.965,0.0
2008-10-05,USDRUB=X,26.254,26.254,26.294001,25.975,25.976999,0.0
2008-10-06,USDRUB=X,26.18,26.18,26.27,26.066,26.247,0.0
2008-10-07,USDRUB=X,26.138,26.138,26.201,26.013,26.167999,0.0
2008-10-08,USDRUB=X,26.146998999999997,26.146998999999997,26.159,26.045,26.127001,0.0
2008-10-09,USDRUB=X,26.205999,26.205999,26.238001,26.127001,26.148001,0.0
2008-10-12,USDRUB=X,26.146998999999997,26.146998999999997,26.264,26.093,26.093,0.0
2008-10-13,USDRUB=X,26.139,26.139,26.146998999999997,25.988501,26.146998999999997,0.0
2008-10-14,USDRUB=X,26.311001,26.311001,26.316,26.089001,26.167,0.0
2008-10-15,USDRUB=X,26.282,26.282,26.389,26.243,26.311001,0.0
2008-10-16,USDRUB=X,26.355,26.355,26.368,26.233999,26.275999,0.0
2008-10-19,USDRUB=X,26.395,26.395,26.403999,25.99,26.355,0.0
2008-10-20,USDRUB=X,26.712,26.712,26.712999,26.351999,26.384001,0.0
2008-10-21,USDRUB=X,26.975,26.975,26.971001,26.707001,26.707001,0.0
2008-10-22,USDRUB=X,26.834999,26.834999,27.052999,26.802,27.003,0.0
2008-10-23,USDRUB=X,27.194,27.194,27.277,26.846001,26.846001,0.0
2008-10-27,USDRUB=X,27.368999,27.368999,27.459999,27.177999,27.194,0.0
2008-10-28,USDRUB=X,26.993999,26.993999,27.486,26.986,27.361,0.0
2008-10-29,USDRUB=X,26.819,26.819,27.143998999999997,26.812,26.995001000000002,0.0
2008-10-30,USDRUB=X,26.875999,26.875999,26.910999,26.525999,26.822001,0.0
2008-10-31,USDRUB=X,27.076,27.076,27.120001000000002,27.009001,27.037001,0.0
2008-11-03,USDRUB=X,27.181998999999998,27.181998999999998,27.200001,26.913,27.056998999999998,0.0
2008-11-04,USDRUB=X,26.792999,26.792999,27.257998999999998,26.761999,27.17,0.0
2008-11-05,USDRUB=X,26.854,26.854,26.92,26.694,26.804001,0.0
2008-11-06,USDRUB=X,27.065001000000002,27.065001000000002,27.08,26.865999,26.865999,0.0
2008-11-07,USDRUB=X,27.028,27.028,27.117001000000002,26.958,27.084,0.0
2008-11-10,USDRUB=X,27.042999,27.042999,27.070999,26.872,27.028,0.0
2008-11-11,USDRUB=X,27.583,27.583,27.596001,27.042,27.051001,0.0
2008-11-12,USDRUB=X,27.631001,27.631001,27.632998999999998,27.469,27.561001,0.0
2008-11-13,USDRUB=X,27.247999,27.247999,27.684998999999998,27.24,27.614,0.0
2008-11-14,USDRUB=X,27.389999,27.389999,27.414,27.280001000000002,27.280001000000002,0.0
2008-11-17,USDRUB=X,27.438999,27.438999,27.445,27.282,27.363001,0.0
2008-11-18,USDRUB=X,27.450001,27.450001,27.504998999999998,27.392,27.43,0.0
2008-11-19,USDRUB=X,27.611,27.611,27.629998999999998,27.305,27.451,0.0
2008-11-20,USDRUB=X,27.625,27.625,27.611,27.448999,27.605,0.0
2008-11-21,USDRUB=X,27.506001,27.506001,27.622999,27.455,27.615999,0.0
2008-11-24,USDRUB=X,27.33,27.33,27.708,27.305,27.506001,0.0
2008-11-25,USDRUB=X,27.264999,27.264999,27.462,27.226,27.339001,0.0
2008-11-26,USDRUB=X,27.427,27.427,27.492001000000002,27.275,27.275999,0.0
2008-11-27,USDRUB=X,27.434,27.434,27.457001,27.368,27.431,0.0
2008-11-28,USDRUB=X,27.91,27.91,27.955999,26.833,27.436001,0.0
2008-12-01,USDRUB=X,28.011999,28.011999,28.02,27.481001000000003,27.481001000000003,0.0
2008-12-02,USDRUB=X,27.91,27.91,28.045,27.539,27.539,0.0
2008-12-03,USDRUB=X,27.917,27.917,28.011,27.877001,27.910999,0.0
2008-12-04,USDRUB=X,27.166,27.166,28.042,27.896,27.915001,0.0
2008-12-05,USDRUB=X,28.17,28.17,28.263,27.205999,27.205999,0.0
2008-12-08,USDRUB=X,27.933001,27.933001,28.157,27.625,27.625,0.0
2008-12-09,USDRUB=X,27.93,27.93,28.042999,27.882,27.938,0.0
2008-12-10,USDRUB=X,27.823,27.823,27.93,27.743999,27.912001,0.0
2008-12-11,USDRUB=X,27.709,27.709,27.952,27.665001,27.820999,0.0
2008-12-12,USDRUB=X,27.643998999999997,27.643998999999997,27.815001000000002,27.605,27.723,0.0
2008-12-15,USDRUB=X,27.611,27.611,27.846001,27.114,27.114,0.0
2008-12-16,USDRUB=X,27.26,27.26,27.655001000000002,27.202999,27.618999,0.0
2008-12-17,USDRUB=X,27.120001000000002,27.120001000000002,27.58,27.120001000000002,27.267,0.0
2008-12-18,USDRUB=X,27.278999,27.278999,27.603001000000003,26.462999,26.462999,0.0
2008-12-19,USDRUB=X,28.166,28.166,28.200001,27.375999,27.392,0.0
2008-12-22,USDRUB=X,28.378,28.378,28.419001,27.562,27.562,0.0
2008-12-23,USDRUB=X,28.409,28.409,28.423,28.233999,28.391001,0.0
2008-12-24,USDRUB=X,27.847,27.847,28.725,28.374001,28.398001,0.0
2008-12-25,USDRUB=X,27.827,27.827,27.827,27.827,27.827,0.0
2008-12-26,USDRUB=X,27.806998999999998,27.806998999999998,27.806998999999998,27.806998999999998,27.806998999999998,0.0
2008-12-29,USDRUB=X,29.476,29.476,29.559998999999998,27.739,27.739,0.0
2008-12-30,USDRUB=X,29.358,29.358,29.455,29.045,29.448999,0.0
2008-12-31,USDRUB=X,30.525,30.525,30.575001,29.332001,29.351,0.0
2009-01-01,USDRUB=X,29.142,29.142,30.52,29.142,30.52,0.0
2009-01-02,USDRUB=X,28.697001,28.697001,29.393998999999997,28.934,29.141001,0.0
2009-01-05,USDRUB=X,28.943001000000002,28.943001000000002,29.389,28.836,28.836,0.0
2009-01-06,USDRUB=X,28.891001,28.891001,29.153999,28.778999,28.778999,0.0
2009-01-07,USDRUB=X,29.174,29.174,29.153999,28.370001000000002,28.370001000000002,0.0
2009-01-08,USDRUB=X,28.358,28.358,29.305,29.039,29.139,0.0
2009-01-09,USDRUB=X,29.216998999999998,29.216998999999998,29.056,28.451,28.451,0.0
2009-01-12,USDRUB=X,31.118999,31.118999,31.128,29.266001,29.266001,0.0
2009-01-13,USDRUB=X,31.334,31.334,31.348,31.042,31.129,0.0
2009-01-14,USDRUB=X,31.726,31.726,31.792999,31.059,31.313,0.0
2009-01-15,USDRUB=X,32.251999,32.251999,32.327999,31.6,31.701,0.0
2009-01-16,USDRUB=X,32.327,32.327,32.5825,31.988001,32.237999,0.0
2009-01-19,USDRUB=X,33.259997999999996,33.259997999999996,33.293999,31.98,31.98,0.0
2009-01-20,USDRUB=X,33.050999,33.050999,33.539001,32.830002,33.248001,0.0
2009-01-21,USDRUB=X,32.610001000000004,32.610001000000004,33.091,32.323002,33.041,0.0
2009-01-22,USDRUB=X,32.626999,32.626999,32.861,32.464001,32.616001000000004,0.0
2009-01-23,USDRUB=X,32.625999,32.625999,33.158001,32.624001,32.624001,0.0
2009-01-26,USDRUB=X,32.777,32.777,33.006001,32.055,32.055,0.0
2009-01-27,USDRUB=X,33.007999,33.007999,33.098,32.669998,32.797001,0.0
2009-01-28,USDRUB=X,33.948002,33.948002,34.012001,32.839001,32.998001,0.0
2009-01-29,USDRUB=X,35.122002,35.122002,35.152,33.883998999999996,33.976002,0.0
2009-01-30,USDRUB=X,35.605,35.605,35.833,35.035999,35.111,0.0
2009-02-02,USDRUB=X,36.166,36.166,36.235001000000004,34.880001,34.880001,0.0
2009-02-03,USDRUB=X,36.000999,36.000999,36.240002000000004,35.847,36.167999,0.0
2009-02-04,USDRUB=X,36.305,36.305,36.338001,35.821999,36.011002000000005,0.0
2009-02-05,USDRUB=X,36.393002,36.393002,36.402,36.120998,36.297001,0.0
2009-02-06,USDRUB=X,36.146999,36.146999,36.421001000000004,36.077,36.391998,0.0
2009-02-09,USDRUB=X,35.662997999999995,35.662997999999995,36.146999,35.438,36.146999,0.0
2009-02-10,USDRUB=X,35.638,35.638,36.085999,35.497002,35.805,0.0
2009-02-11,USDRUB=X,35.071999,35.071999,35.848,34.923,35.848,0.0
2009-02-12,USDRUB=X,34.581001,34.581001,35.169998,34.519001,34.935001,0.0
2009-02-13,USDRUB=X,34.501999,34.501999,34.595001,34.037997999999995,34.037997999999995,0.0
2009-02-16,USDRUB=X,34.622002,34.622002,35.306,33.904999,33.904999,0.0
2009-02-17,USDRUB=X,36.256001,36.256001,36.327999,34.852001,34.852001,0.0
2009-02-18,USDRUB=X,36.191002000000005,36.191002000000005,36.448002,35.651001,35.651001,0.0
2009-02-19,USDRUB=X,35.82,35.82,36.264998999999996,35.612999,35.935001,0.0
2009-02-20,USDRUB=X,36.012001,36.012001,36.219002,35.834998999999996,36.141998,0.0
2009-02-23,USDRUB=X,35.933997999999995,35.933997999999995,35.976002,35.591,35.601002,0.0
2009-02-24,USDRUB=X,35.905998,35.905998,36.104,35.695,35.695,0.0
2009-02-25,USDRUB=X,35.687,35.687,35.882999,35.243999,35.243999,0.0
2009-02-26,USDRUB=X,35.528999,35.528999,35.845001,35.479,35.686001,0.0
2009-02-27,USDRUB=X,35.808997999999995,35.808997999999995,35.914001,35.269001,35.269001,0.0
2009-03-02,USDRUB=X,36.056,36.056,36.186001,35.766998,35.766998,0.0
2009-03-03,USDRUB=X,36.225497999999995,36.225497999999995,36.294998,35.674999,35.674999,0.0
2009-03-04,USDRUB=X,35.898998,35.898998,36.327,35.869999,36.327,0.0
2009-03-05,USDRUB=X,35.855,35.855,36.055,34.646999,35.369999,0.0
2009-03-06,USDRUB=X,35.644001,35.644001,35.804001,35.352001,35.352001,0.0
2009-03-09,USDRUB=X,35.735001000000004,35.735001000000004,35.805,35.306,35.306,0.0
2009-03-10,USDRUB=X,34.830002,34.830002,35.549,34.737,34.952999,0.0
2009-03-11,USDRUB=X,34.973999,34.973999,35.161999,34.516998,34.516998,0.0
2009-03-12,USDRUB=X,35.014,35.014,35.285,34.987,34.987999,0.0
2009-03-13,USDRUB=X,34.631001,34.631001,35.014998999999996,34.415001000000004,34.415001000000004,0.0
2009-03-16,USDRUB=X,34.313999,34.313999,34.827,34.063,34.063,0.0
2009-03-17,USDRUB=X,34.397999,34.397999,34.617001,34.240002000000004,34.240002000000004,0.0
2009-03-18,USDRUB=X,34.318001,34.318001,34.499001,33.896,33.896,0.0
2009-03-19,USDRUB=X,33.188,33.188,34.006001,32.866001000000004,32.866001000000004,0.0
2009-03-20,USDRUB=X,33.540001000000004,33.540001000000004,33.540001000000004,32.882,32.882,0.0
2009-03-23,USDRUB=X,33.276501,33.276501,33.396,33.062,33.062,0.0
2009-03-24,USDRUB=X,33.238997999999995,33.238997999999995,33.393002,32.970001,32.970001,0.0
2009-03-25,USDRUB=X,33.526001,33.526001,33.773998,33.013,33.013,0.0
2009-03-26,USDRUB=X,33.283001,33.283001,33.562,33.229,33.358002,0.0
2009-03-27,USDRUB=X,33.638,33.638,33.757,32.992001,32.992001,0.0
2009-03-29,USDRUB=X,33.923,33.923,34.115002000000004,33.186001,33.186001,0.0
2009-03-30,USDRUB=X,33.827999,33.827999,33.972,33.653999,33.814999,0.0
2009-03-31,USDRUB=X,33.892502,33.892502,34.025002,33.52,33.52,0.0
2009-04-01,USDRUB=X,33.294998,33.294998,33.82,33.245998,33.363997999999995,0.0
2009-04-02,USDRUB=X,33.245998,33.245998,33.438,33.207001,33.251999,0.0
2009-04-05,USDRUB=X,33.384997999999996,33.384997999999996,33.331001,32.742001,33.145,0.0
2009-04-06,USDRUB=X,33.432999,33.432999,33.580002,33.098999,33.098999,0.0
2009-04-07,USDRUB=X,33.556999,33.556999,33.740002000000004,33.064999,33.064999,0.0
2009-04-08,USDRUB=X,33.532001,33.532001,33.685001,33.167,33.167,0.0
